filename,gt_label,inlier_ratio,rss
frame_00503_straight_raw.png,straight,0.5455,27641.0
frame_00504_straight_raw.png,straight,0.6364,383.8
frame_00505_straight_raw.png,straight,0.7500,672.9
frame_00506_straight_raw.png,straight,0.7000,315.4
frame_00507_straight_raw.png,straight,0.7692,741.0
frame_00508_straight_raw.png,straight,0.7000,331.5
frame_00509_straight_raw.png,straight,0.7273,664.7
frame_00510_straight_raw.png,straight,0.7273,355.4
frame_00511_straight_raw.png,straight,0.5833,956.6
frame_00512_straight_raw.png,straight,0.7273,510.9
frame_00513_straight_raw.png,straight,0.6364,854.6
frame_00514_straight_raw.png,straight,0.5455,479.9
frame_00515_straight_raw.png,straight,0.6667,1123.2
frame_00516_straight_raw.png,straight,0.7273,496.3
frame_00517_straight_raw.png,straight,0.5833,1195.7
frame_00518_straight_raw.png,straight,0.5833,571.2
frame_00519_straight_raw.png,straight,0.7273,352.4
frame_00520_straight_raw.png,straight,0.6154,718.5
frame_00521_straight_raw.png,straight,0.7000,328.7
frame_00522_straight_raw.png,straight,0.6364,688.7
frame_00523_straight_raw.png,straight,0.8000,370.0
frame_00524_straight_raw.png,straight,0.4615,22012.5
frame_00525_straight_raw.png,straight,0.7273,382.5
frame_00526_straight_raw.png,straight,0.7273,762.7
frame_00527_straight_raw.png,straight,0.8000,424.4
frame_00528_straight_raw.png,straight,0.7000,271.5
frame_00529_straight_raw.png,straight,0.7000,458.8
frame_00530_straight_raw.png,straight,0.7273,268.2
frame_00531_straight_raw.png,straight,0.6667,737.5
frame_00532_straight_raw.png,straight,0.7000,304.4
