frame_time,error
9.537710004951804876e-02,0.000000000000000000e+00
1.573916999623179436e-01,0.000000000000000000e+00
1.023771999753080308e-01,0.000000000000000000e+00
1.017317000078037381e-01,0.000000000000000000e+00
1.009375999565236270e-01,0.000000000000000000e+00
9.055169997736811638e-02,0.000000000000000000e+00
9.373869997216388583e-02,0.000000000000000000e+00
9.593780001159757376e-02,0.000000000000000000e+00
9.933250001631677151e-02,0.000000000000000000e+00
8.995320001849904656e-02,0.000000000000000000e+00
1.110162999830208719e-01,0.000000000000000000e+00
2.896733999950811267e-01,0.000000000000000000e+00
9.268030000384896994e-02,0.000000000000000000e+00
1.896423000143840909e-01,0.000000000000000000e+00
1.025889000156894326e-01,0.000000000000000000e+00
9.898079995764419436e-02,0.000000000000000000e+00
9.520229999907314777e-02,0.000000000000000000e+00
1.002443999750539660e-01,0.000000000000000000e+00
9.975410002516582608e-02,0.000000000000000000e+00
1.034317000303417444e-01,0.000000000000000000e+00
1.081102000316604972e-01,0.000000000000000000e+00
9.661129995947703719e-02,0.000000000000000000e+00
9.296979999635368586e-02,0.000000000000000000e+00
6.051637000055052340e-01,0.000000000000000000e+00
6.711953000049106777e-01,0.000000000000000000e+00
7.011023000231944025e-01,0.000000000000000000e+00
6.855284000048413873e-01,0.000000000000000000e+00
2.046644999645650387e-01,0.000000000000000000e+00
6.647257999866269529e-01,0.000000000000000000e+00
6.911003999994136393e-01,0.000000000000000000e+00
6.973420000285841525e-01,0.000000000000000000e+00
6.819862999836914241e-01,0.000000000000000000e+00
6.854279999970458448e-01,0.000000000000000000e+00
6.955117000034078956e-01,7.448159454045422123e-03
7.029591000173240900e-01,2.943134571260652699e-02
6.915931999683380127e-01,6.919422373755046429e-02
6.827822999912314117e-01,1.138404791819578321e-01
7.146017000195570290e-01,0.000000000000000000e+00
6.951211999985389411e-01,9.672002321000405800e-03
6.741479999618604779e-01,4.732783995171763181e-02
1.957752000307664275e-01,7.190230643680162181e-02
1.513627000385895371e-01,9.554731530975169029e-02
1.315556999761611223e-01,3.129424448193720565e-01
1.342033999972045422e-01,3.219134734035640211e-01
3.097645000088959932e-01,3.277351418955993800e-01
1.386839000042527914e-01,3.226475096746115323e-01
1.363794999779202044e-01,3.043769088307557436e-01
1.247439999715425074e-01,2.787775011691981941e-01
9.828449995256960392e-02,2.464455627233539392e-01
1.036999999778345227e-01,4.170971040725457435e-02
2.516837000148370862e-01,0.000000000000000000e+00
1.059517000103369355e-01,0.000000000000000000e+00
9.648559999186545610e-02,0.000000000000000000e+00
1.037257999996654689e-01,0.000000000000000000e+00
9.725250001065433025e-02,0.000000000000000000e+00
8.895270002540200949e-02,0.000000000000000000e+00
1.018120999797247350e-01,0.000000000000000000e+00
9.372429997893050313e-02,0.000000000000000000e+00
1.005500000319443643e-01,0.000000000000000000e+00
1.094005999621003866e-01,0.000000000000000000e+00
9.395259997108951211e-02,0.000000000000000000e+00
1.037609999766573310e-01,0.000000000000000000e+00
9.706079994793981314e-02,0.000000000000000000e+00
9.937660000286996365e-02,0.000000000000000000e+00
9.439340000972151756e-02,0.000000000000000000e+00
9.977699996670708060e-02,0.000000000000000000e+00
1.002996999886818230e-01,0.000000000000000000e+00
1.032385000144131482e-01,0.000000000000000000e+00
1.063568000099621713e-01,0.000000000000000000e+00
1.033366000046953559e-01,0.000000000000000000e+00
9.556599997449666262e-02,0.000000000000000000e+00
1.031347000389359891e-01,0.000000000000000000e+00
2.511297999881207943e-01,0.000000000000000000e+00
6.188624000060372055e-01,0.000000000000000000e+00
6.902146000065840781e-01,0.000000000000000000e+00
6.910518000368028879e-01,0.000000000000000000e+00
7.004357000114396214e-01,0.000000000000000000e+00
6.808895000140182674e-01,0.000000000000000000e+00
7.122864000266417861e-01,0.000000000000000000e+00
7.091409999993629754e-01,0.000000000000000000e+00
6.969842999824322760e-01,0.000000000000000000e+00
