frame_time,error
8.485630003269761801e-02,0.000000000000000000e+00
1.694996000151149929e-01,0.000000000000000000e+00
9.670679998816922307e-02,0.000000000000000000e+00
9.397659997921437025e-02,0.000000000000000000e+00
9.926539997104555368e-02,0.000000000000000000e+00
8.333139994647353888e-02,0.000000000000000000e+00
8.928029995877295732e-02,0.000000000000000000e+00
9.101400000508874655e-02,0.000000000000000000e+00
8.929760003229603171e-02,0.000000000000000000e+00
9.192420000908896327e-02,0.000000000000000000e+00
9.444969997275620699e-02,0.000000000000000000e+00
9.521340002538636327e-02,0.000000000000000000e+00
8.406419999664649367e-02,0.000000000000000000e+00
1.043605000013485551e-01,0.000000000000000000e+00
9.721019997959956527e-02,0.000000000000000000e+00
9.086850000312551856e-02,0.000000000000000000e+00
9.764140000334009528e-02,0.000000000000000000e+00
8.897029998479411006e-02,0.000000000000000000e+00
9.469019999960437417e-02,0.000000000000000000e+00
9.580010001081973314e-02,0.000000000000000000e+00
8.948379999492317438e-02,0.000000000000000000e+00
8.653969998704269528e-02,0.000000000000000000e+00
9.124229999724775553e-02,0.000000000000000000e+00
8.556400000816211104e-02,0.000000000000000000e+00
8.548110001720488071e-02,0.000000000000000000e+00
1.066185999661684036e-01,0.000000000000000000e+00
9.667349996743723750e-02,0.000000000000000000e+00
6.030462000053375959e-01,0.000000000000000000e+00
6.683119000517763197e-01,0.000000000000000000e+00
6.955776999820955098e-01,0.000000000000000000e+00
6.608041999861598015e-01,0.000000000000000000e+00
6.579255999531596899e-01,0.000000000000000000e+00
6.790622999542392790e-01,0.000000000000000000e+00
6.941354000009596348e-01,0.000000000000000000e+00
6.785789999994449317e-01,0.000000000000000000e+00
6.610413999878801405e-01,0.000000000000000000e+00
6.761338000069372356e-01,0.000000000000000000e+00
6.697308999719098210e-01,0.000000000000000000e+00
6.682088000234216452e-01,0.000000000000000000e+00
6.775407000095583498e-01,1.052309636934278814e-02
6.443722000112757087e-01,3.472885405824244209e-02
7.073332999716512859e-01,7.174857723324090664e-02
7.342181000276468694e-01,1.206761841847872052e-01
6.788742000353522599e-01,1.690858905120369293e-01
7.071604000520892441e-01,2.166502398955376663e-01
7.089194000000134110e-01,2.563199028386158318e-01
2.095748999854549766e-01,2.876433450883779663e-01
1.585062999511137605e-01,3.054311144003252210e-01
1.475478000356815755e-01,3.169339145046647932e-01
1.595085000153630972e-01,3.244017724759515886e-01
1.747727000038139522e-01,3.146104262702225096e-01
1.809136000229045749e-01,2.935617495632505403e-01
1.379274000064469874e-01,2.659793860908445939e-01
1.291224000160582364e-01,2.339007176608665084e-01
1.320941000012680888e-01,1.855126730688227976e-01
1.269180999952368438e-01,1.353046944330253964e-01
1.231654000002890825e-01,8.028995976803332546e-02
1.228802000405266881e-01,1.349771400456956094e-02
7.478125999914482236e-01,0.000000000000000000e+00
6.979808000032790005e-01,0.000000000000000000e+00
6.618638999643735588e-01,0.000000000000000000e+00
7.004045000066980720e-01,0.000000000000000000e+00
6.668457000050693750e-01,0.000000000000000000e+00
2.012797999777831137e-01,0.000000000000000000e+00
1.883604999748058617e-01,0.000000000000000000e+00
1.283598999725654721e-01,0.000000000000000000e+00
1.220144999679177999e-01,0.000000000000000000e+00
1.205648000468499959e-01,0.000000000000000000e+00
1.166849000146612525e-01,0.000000000000000000e+00
1.216568000381812453e-01,0.000000000000000000e+00
2.902431000256910920e-01,1.833307241746584548e-02
1.101527999853715301e-01,5.361091564362052697e-02
