frame_time,error
9.349900000961497426e-02,0.000000000000000000e+00
1.046801999909803271e-01,0.000000000000000000e+00
9.806730004493147135e-02,0.000000000000000000e+00
1.451781999785453081e-01,0.000000000000000000e+00
9.332709998125210404e-02,0.000000000000000000e+00
9.040399995865300298e-02,0.000000000000000000e+00
9.860510000726208091e-02,0.000000000000000000e+00
9.890680003445595503e-02,0.000000000000000000e+00
1.007287999964319170e-01,0.000000000000000000e+00
1.092321000178344548e-01,0.000000000000000000e+00
9.734269999898970127e-02,0.000000000000000000e+00
9.103750000940635800e-02,0.000000000000000000e+00
9.411030000774189830e-02,0.000000000000000000e+00
9.166540001751855016e-02,0.000000000000000000e+00
9.517300000879913568e-02,0.000000000000000000e+00
9.602619998622685671e-02,0.000000000000000000e+00
9.452440001768991351e-02,0.000000000000000000e+00
1.006064000539481640e-01,0.000000000000000000e+00
1.059956000535748899e-01,0.000000000000000000e+00
1.088204000261612236e-01,0.000000000000000000e+00
9.826930001145228744e-02,0.000000000000000000e+00
9.207770001376047730e-02,0.000000000000000000e+00
9.717750002164393663e-02,0.000000000000000000e+00
1.022150000208057463e-01,0.000000000000000000e+00
9.311169997090473771e-02,0.000000000000000000e+00
9.876050002640113235e-02,0.000000000000000000e+00
9.366969997063279152e-02,0.000000000000000000e+00
6.163800000213086605e-01,0.000000000000000000e+00
6.834857999929226935e-01,0.000000000000000000e+00
6.912357999826781452e-01,0.000000000000000000e+00
6.973505999776534736e-01,0.000000000000000000e+00
7.033817000337876379e-01,0.000000000000000000e+00
7.038424999918788671e-01,0.000000000000000000e+00
6.984270999673753977e-01,0.000000000000000000e+00
7.106256000115536153e-01,0.000000000000000000e+00
6.877844000118784606e-01,0.000000000000000000e+00
6.707062999485060573e-01,0.000000000000000000e+00
6.958648000145331025e-01,0.000000000000000000e+00
7.043938999995589256e-01,0.000000000000000000e+00
7.073846000130288303e-01,0.000000000000000000e+00
7.111713999765925109e-01,0.000000000000000000e+00
7.108388999477028847e-01,1.428522058595005362e-02
6.818797000451013446e-01,4.378150754312226667e-02
2.101371999597176909e-01,8.116060932250546145e-02
1.590717000071890652e-01,1.256283035986893726e-01
6.452626999816857278e-01,1.789780642014511258e-01
6.978155000251717865e-01,2.292334169098482199e-01
6.826839999994263053e-01,2.659639077793705120e-01
1.842957999906502664e-01,2.959986563091538958e-01
1.637871999992057681e-01,3.180195528873086541e-01
1.573573999921791255e-01,3.273036985667012733e-01
2.901293999748304486e-01,3.358033674873985852e-01
1.513561999890953302e-01,3.336994913652391315e-01
1.473037999821826816e-01,3.156499395924847740e-01
2.750365000101737678e-01,1.045536749197131243e-01
1.276468000141903758e-01,7.534096657125055607e-02
1.146115000010468066e-01,3.602453273284966784e-02
1.238450999953784049e-01,0.000000000000000000e+00
1.301672999979928136e-01,0.000000000000000000e+00
1.239006000105291605e-01,9.818935257312211284e-02
1.174689000472426414e-01,5.469949041133137513e-02
1.404434000141918659e-01,4.019594828980954659e-03
6.088411000091582537e-01,0.000000000000000000e+00
6.984694999991916120e-01,0.000000000000000000e+00
1.946211999747902155e-01,0.000000000000000000e+00
6.641856000060215592e-01,0.000000000000000000e+00
7.055105000035837293e-01,0.000000000000000000e+00
1.862205999786965549e-01,0.000000000000000000e+00
1.503286999650299549e-01,0.000000000000000000e+00
1.428549999836832285e-01,0.000000000000000000e+00
6.448172000236809254e-01,0.000000000000000000e+00
1.715583999757654965e-01,0.000000000000000000e+00
1.417758999741636217e-01,0.000000000000000000e+00
1.491892000194638968e-01,1.253138699961042768e-02
1.884350000182166696e-01,3.138015412151673456e-02
1.825169999501667917e-01,4.996235329612541687e-02
1.250842000008560717e-01,6.365934482527146887e-02
1.214584999834187329e-01,9.018852280829359191e-02
1.156374999554827809e-01,1.099536177052925501e-01
1.119921999634243548e-01,1.434742102526777030e-01
1.158342999988235533e-01,1.755402603222734892e-01
2.679529999732039869e-01,2.186263264948590246e-01
1.017826000461354852e-01,2.486348173441107479e-01
9.643809997942298651e-02,2.856961474471408913e-01
9.529990004375576973e-02,3.076136444696143668e-01
9.923059999709948897e-02,3.293619377196195797e-01
