frame_time,error
9.086659998865798116e-02,0.000000000000000000e+00
1.090392000041902065e-01,0.000000000000000000e+00
1.091310000047087669e-01,0.000000000000000000e+00
9.214869997231289744e-02,0.000000000000000000e+00
9.184140001889318228e-02,0.000000000000000000e+00
9.753089997684583068e-02,0.000000000000000000e+00
9.879980003461241722e-02,0.000000000000000000e+00
9.595809999154880643e-02,0.000000000000000000e+00
1.082477000309154391e-01,0.000000000000000000e+00
9.861370001453906298e-02,0.000000000000000000e+00
1.044133999967016280e-01,0.000000000000000000e+00
1.002511999686248600e-01,0.000000000000000000e+00
1.052381999907083809e-01,0.000000000000000000e+00
1.020060000009834766e-01,0.000000000000000000e+00
9.076049999566748738e-02,0.000000000000000000e+00
2.849424000014550984e-01,0.000000000000000000e+00
9.584879997419193387e-02,0.000000000000000000e+00
1.999936000211164355e-01,0.000000000000000000e+00
1.006145999999716878e-01,0.000000000000000000e+00
1.048751999624073505e-01,0.000000000000000000e+00
9.097420005127787590e-02,0.000000000000000000e+00
9.546270000282675028e-02,0.000000000000000000e+00
9.653749997960403562e-02,0.000000000000000000e+00
1.009869999834336340e-01,0.000000000000000000e+00
9.445580001920461655e-02,0.000000000000000000e+00
9.686610003700479865e-02,0.000000000000000000e+00
6.190747999935410917e-01,0.000000000000000000e+00
6.670421999879181385e-01,0.000000000000000000e+00
6.764767999993637204e-01,0.000000000000000000e+00
7.035233000060543418e-01,0.000000000000000000e+00
6.970893999678082764e-01,0.000000000000000000e+00
7.043830000329762697e-01,0.000000000000000000e+00
6.996467999997548759e-01,0.000000000000000000e+00
6.938986000022850931e-01,0.000000000000000000e+00
7.083998000016435981e-01,0.000000000000000000e+00
6.692545000114478171e-01,0.000000000000000000e+00
6.677147999871522188e-01,0.000000000000000000e+00
7.001471999683417380e-01,0.000000000000000000e+00
6.802800000295974314e-01,0.000000000000000000e+00
6.940706999739632010e-01,0.000000000000000000e+00
7.035249000182375312e-01,0.000000000000000000e+00
6.867314999690279365e-01,0.000000000000000000e+00
6.995699999970383942e-01,5.278320430935012908e-03
7.101999000296927989e-01,3.464012471343314026e-02
7.045020999503321946e-01,7.053777177472864146e-02
7.072479000198654830e-01,1.141458140394624454e-01
6.988730999873951077e-01,1.644754172514377721e-01
6.945119000156410038e-01,2.133404918346282209e-01
6.751061999821104109e-01,2.428335568244106568e-01
7.061789999715983868e-01,2.668755319256401748e-01
7.026953000458888710e-01,2.829698840565928464e-01
1.773909999756142497e-01,2.928055942234621956e-01
1.542076999903656542e-01,3.044571583740367515e-01
1.435435999883338809e-01,3.126612526118031088e-01
1.604525999864563346e-01,3.112111414428455625e-01
1.527464999817311764e-01,3.113083234130513688e-01
1.531212999834679067e-01,3.080351845275293154e-01
1.608798999805003405e-01,2.945632944583891355e-01
1.539853999856859446e-01,2.785059896601469465e-01
1.973534999997355044e-01,2.625725864661756503e-01
1.062504000146873295e-01,2.404184547386811754e-01
1.064608000451698899e-01,2.154222123589744076e-01
1.042697000084444880e-01,1.939746713834995528e-01
1.032271999865770340e-01,1.655450174084036608e-01
1.073574000038206577e-01,1.298376158146907766e-01
1.070623000268824399e-01,9.224502511954790762e-02
1.094787000329233706e-01,4.790252563700936328e-02
1.037843999802134931e-01,0.000000000000000000e+00
1.031320000183768570e-01,0.000000000000000000e+00
1.079026000224985182e-01,0.000000000000000000e+00
1.130025000311434269e-01,0.000000000000000000e+00
9.530929999891668558e-02,0.000000000000000000e+00
9.534320002421736717e-02,0.000000000000000000e+00
1.063538999878801405e-01,0.000000000000000000e+00
1.126890000305138528e-01,0.000000000000000000e+00
