frame_time,error
1.754865000257268548e-01,0.000000000000000000e+00
1.012837000307627022e-01,0.000000000000000000e+00
9.786119998898357153e-02,0.000000000000000000e+00
1.079982999945059419e-01,0.000000000000000000e+00
9.500300005311146379e-02,0.000000000000000000e+00
1.022878999938257039e-01,0.000000000000000000e+00
9.524580003926530480e-02,0.000000000000000000e+00
9.962459997041150928e-02,0.000000000000000000e+00
9.492939995834603906e-02,0.000000000000000000e+00
9.695909998845309019e-02,0.000000000000000000e+00
9.734879998723044991e-02,0.000000000000000000e+00
1.001466999878175557e-01,0.000000000000000000e+00
8.954730001278221607e-02,0.000000000000000000e+00
9.867070004111155868e-02,0.000000000000000000e+00
9.822359995450824499e-02,0.000000000000000000e+00
9.778219996951520443e-02,0.000000000000000000e+00
9.647469996707513928e-02,0.000000000000000000e+00
9.982730000047013164e-02,0.000000000000000000e+00
1.007864000275731087e-01,0.000000000000000000e+00
9.538989997236058116e-02,0.000000000000000000e+00
9.499010001309216022e-02,0.000000000000000000e+00
1.030524999951012433e-01,0.000000000000000000e+00
9.607699996558949351e-02,0.000000000000000000e+00
9.648599999491125345e-02,0.000000000000000000e+00
9.087349998299032450e-02,0.000000000000000000e+00
9.907619998557493091e-02,0.000000000000000000e+00
9.932020003907382488e-02,0.000000000000000000e+00
6.068646999774500728e-01,0.000000000000000000e+00
6.647071999614126980e-01,0.000000000000000000e+00
6.892635999829508364e-01,0.000000000000000000e+00
7.036141999997198582e-01,0.000000000000000000e+00
7.083992999978363514e-01,0.000000000000000000e+00
6.948450999916531146e-01,0.000000000000000000e+00
7.095269000274129212e-01,0.000000000000000000e+00
6.788326000096276402e-01,0.000000000000000000e+00
7.072046999819576740e-01,0.000000000000000000e+00
7.009239000035449862e-01,3.762608602419614812e-03
6.737839999841526151e-01,3.421133227146477829e-02
6.953395000309683383e-01,7.100615947037636211e-02
7.223713999846950173e-01,1.217765204204790397e-01
6.885023000068031251e-01,1.743962872128375086e-01
7.012290999991819263e-01,2.292793964854882294e-01
7.058607000508345664e-01,2.724210772554369608e-01
7.159659999888390303e-01,3.050935968505223972e-01
6.929767999681644142e-01,3.243268516787145561e-01
6.983494000160135329e-01,3.408097778539751488e-01
6.768805999890901148e-01,3.552172725374964646e-01
6.912216999917291105e-01,3.643518132042982138e-01
6.950890999869443476e-01,3.671918469258099726e-01
7.058895000373013318e-01,3.672111822286951988e-01
6.989193000481463969e-01,3.639861396502901414e-01
7.194026000215671957e-01,3.520262229445585422e-01
7.005544999847188592e-01,3.349041449608498588e-01
7.137208000058308244e-01,3.208962799484911255e-01
6.873956000199541450e-01,3.087116021904376950e-01
7.570892999647185206e-01,2.972052956182478223e-01
6.778533000033348799e-01,2.895955923441937419e-01
6.833174999919719994e-01,2.899164231097588473e-01
7.164642999996431172e-01,1.622211166661806647e-01
7.050087999668903649e-01,1.576886429379549259e-01
6.940916999592445791e-01,1.515395679853392963e-01
