frame_time,error
9.417589998338371515e-02,0.000000000000000000e+00
1.356065000290982425e-01,0.000000000000000000e+00
1.041762999957427382e-01,0.000000000000000000e+00
9.997889999067410827e-02,0.000000000000000000e+00
1.131652999902144074e-01,0.000000000000000000e+00
1.053431999753229320e-01,0.000000000000000000e+00
1.055270000360906124e-01,0.000000000000000000e+00
9.802939998917281628e-02,0.000000000000000000e+00
2.731672999798320234e-01,0.000000000000000000e+00
1.033758999546989799e-01,0.000000000000000000e+00
2.067044000141322613e-01,0.000000000000000000e+00
9.809459996176883578e-02,0.000000000000000000e+00
9.055089997127652168e-02,0.000000000000000000e+00
1.016336000175215304e-01,0.000000000000000000e+00
1.027252000058069825e-01,0.000000000000000000e+00
1.046876999898813665e-01,0.000000000000000000e+00
1.006745999911800027e-01,0.000000000000000000e+00
2.553300000145100057e-01,0.000000000000000000e+00
9.272979997331276536e-02,0.000000000000000000e+00
2.224175999872386456e-01,0.000000000000000000e+00
8.949540002504363656e-02,0.000000000000000000e+00
9.662020002724602818e-02,0.000000000000000000e+00
1.047494999947957695e-01,0.000000000000000000e+00
9.403290000045672059e-02,0.000000000000000000e+00
8.796480001183226705e-02,0.000000000000000000e+00
6.165268999757245183e-01,0.000000000000000000e+00
6.699872000026516616e-01,0.000000000000000000e+00
6.752934000105597079e-01,0.000000000000000000e+00
7.028293000184930861e-01,0.000000000000000000e+00
7.248796999920159578e-01,0.000000000000000000e+00
7.157029000227339566e-01,0.000000000000000000e+00
6.865351000451482832e-01,0.000000000000000000e+00
6.819454000215046108e-01,0.000000000000000000e+00
6.923136000405065715e-01,0.000000000000000000e+00
6.820402999874204397e-01,0.000000000000000000e+00
6.755944999749772251e-01,0.000000000000000000e+00
6.709320999798364937e-01,0.000000000000000000e+00
6.700078999856486917e-01,0.000000000000000000e+00
6.971087999991141260e-01,0.000000000000000000e+00
6.934209999744780362e-01,0.000000000000000000e+00
6.992049000109545887e-01,0.000000000000000000e+00
6.985159000032581389e-01,0.000000000000000000e+00
7.061599000007845461e-01,0.000000000000000000e+00
2.046962999738752842e-01,0.000000000000000000e+00
1.696726999944075942e-01,0.000000000000000000e+00
1.977455999585799873e-01,0.000000000000000000e+00
1.725590999703854322e-01,0.000000000000000000e+00
1.531180999591015279e-01,0.000000000000000000e+00
1.256935999845154583e-01,0.000000000000000000e+00
2.709157000062987208e-01,0.000000000000000000e+00
1.322119000251404941e-01,0.000000000000000000e+00
1.235491000115871429e-01,1.350632951936647785e-02
1.223479000036604702e-01,3.781420738194851694e-02
1.428298000246286392e-01,6.644105337453964921e-02
1.211031000129878521e-01,1.033075911178920059e-01
1.131568999844603240e-01,1.472773003319545193e-01
1.109633000451140106e-01,1.909422016539308320e-01
2.362161999917589128e-01,2.208591479160706417e-01
1.120370999560691416e-01,2.446485266167965911e-01
1.686984000261873007e-01,2.613307155248245639e-01
9.727580001344904304e-02,2.689358836745407988e-01
1.003183000138960779e-01,2.740045956776442360e-01
1.096750000142492354e-01,2.764124488101722399e-01
9.265880001476034522e-02,2.685511699974014732e-01
1.019680000026710331e-01,2.573878347038418557e-01
1.085914999712258577e-01,2.355803782817498249e-01
9.642020001774653792e-02,2.068958093832304890e-01
1.015933000016957521e-01,1.643023257637987733e-01
9.353720000945031643e-02,1.180939165354160103e-01
2.810299000120721757e-01,0.000000000000000000e+00
1.067534000030718744e-01,0.000000000000000000e+00
1.860050999675877392e-01,0.000000000000000000e+00
8.853829995496198535e-02,0.000000000000000000e+00
9.056009998312219977e-02,0.000000000000000000e+00
1.081641000346280634e-01,0.000000000000000000e+00
9.996690001571550965e-02,0.000000000000000000e+00
1.089375000447034836e-01,0.000000000000000000e+00
1.034538000239990652e-01,0.000000000000000000e+00
2.962951000081375241e-01,0.000000000000000000e+00
1.093999000149779022e-01,0.000000000000000000e+00
1.002688999869860709e-01,0.000000000000000000e+00
9.841190004954114556e-02,0.000000000000000000e+00
1.007006000145338476e-01,0.000000000000000000e+00
1.687109000049531460e-01,0.000000000000000000e+00
9.156480000820010900e-02,0.000000000000000000e+00
8.906490000663325191e-02,0.000000000000000000e+00
