frame_time,error
9.466860000975430012e-02,0.000000000000000000e+00
1.344292999710887671e-01,0.000000000000000000e+00
1.021340999868698418e-01,0.000000000000000000e+00
9.186899999622255564e-02,0.000000000000000000e+00
9.982980001950636506e-02,0.000000000000000000e+00
9.316859999671578407e-02,0.000000000000000000e+00
1.000497000059112906e-01,0.000000000000000000e+00
9.844730002805590630e-02,0.000000000000000000e+00
9.111670003039762378e-02,0.000000000000000000e+00
9.797679999610409141e-02,0.000000000000000000e+00
9.686549997422844172e-02,0.000000000000000000e+00
9.994749998440966010e-02,0.000000000000000000e+00
9.274670004379004240e-02,0.000000000000000000e+00
9.865130000980570912e-02,0.000000000000000000e+00
9.661750000668689609e-02,0.000000000000000000e+00
9.637179999845102429e-02,0.000000000000000000e+00
1.027632000041194260e-01,0.000000000000000000e+00
9.013189998222514987e-02,0.000000000000000000e+00
9.714420000091195107e-02,0.000000000000000000e+00
9.840869996696710587e-02,0.000000000000000000e+00
9.634849999565631151e-02,0.000000000000000000e+00
9.559809998609125614e-02,0.000000000000000000e+00
1.012711999937891960e-01,0.000000000000000000e+00
1.017417999682947993e-01,0.000000000000000000e+00
9.585929999593645334e-02,0.000000000000000000e+00
1.010186000494286418e-01,0.000000000000000000e+00
9.451780002564191818e-02,0.000000000000000000e+00
6.080291999969631433e-01,0.000000000000000000e+00
6.682531000114977360e-01,0.000000000000000000e+00
6.932798000052571297e-01,0.000000000000000000e+00
7.033739000326022506e-01,0.000000000000000000e+00
6.777396999532356858e-01,0.000000000000000000e+00
7.138646999956108630e-01,0.000000000000000000e+00
6.735678000259213150e-01,0.000000000000000000e+00
6.902143000042997301e-01,2.379787042771974725e-03
6.953109999885782599e-01,2.363706053971137422e-02
6.779453000053763390e-01,5.703466933577194808e-02
6.592899999814108014e-01,9.999176938681508808e-02
6.849925999995321035e-01,1.093653096158109239e-01
6.847808999591507018e-01,1.558803602473113337e-01
2.266498999670147896e-01,1.908892463978033582e-01
6.690395000041462481e-01,2.122565983999746830e-01
6.897792000090703368e-01,2.200065382853231277e-01
7.023387000081129372e-01,5.480712596585024521e-02
6.590085999923758209e-01,5.198541944284640337e-02
1.707509999978356063e-01,3.881879096267981666e-02
1.723646000027656555e-01,1.797044207435760654e-02
2.665569999953731894e-01,0.000000000000000000e+00
1.522757000057026744e-01,1.532966839363654188e-01
1.326330000301823020e-01,1.125514798326738841e-01
2.822498999885283411e-01,6.038880638237875687e-02
1.303899000049568713e-01,3.019999433145681422e-03
1.433296000468544662e-01,0.000000000000000000e+00
1.717673999955877662e-01,0.000000000000000000e+00
1.149862000020220876e-01,0.000000000000000000e+00
6.389623000286519527e-01,0.000000000000000000e+00
6.884143999777734280e-01,0.000000000000000000e+00
7.162645999924279749e-01,0.000000000000000000e+00
7.365952999680303037e-01,0.000000000000000000e+00
7.086456999531947076e-01,0.000000000000000000e+00
6.850613999995402992e-01,0.000000000000000000e+00
6.976722999825142324e-01,0.000000000000000000e+00
6.731353999930433929e-01,8.683193714699388721e-03
6.848750999779440463e-01,3.908705397113587665e-02
7.042963000130839646e-01,7.965278868887926134e-02
7.107842999976128340e-01,1.203103321728372643e-01
